,etoiles,n_avis,date_avis,date_experience,Société,text_total,text_clean_sentences_neg,text_clean_sentences_pos,text_stop,text_clean_sentences_neg_stop,text_clean_sentences_pos_stop
84873,1,7.0,2022-12-28 13:28:35+00:00,2022-12-27,BoursoramaBanque,"""Complètement HAS BEEN !?. Je suis client de deux banques, boursorama et fortuneo.Les deux ont des avantages et des inconvénients mais en fait, je ne suis satisfait d'aucune de ces deux banques.Pour Boursorama la gestion des limites de paiement et de retrait est incroyable !Pour pouvoir faire 1100 euros de retrait sur un dab il faut avoir un encours de 25 000 euros !C'est complètement dingue ?!""",Complètement HAS BEEN. Les deux ont des avantages et des inconvénients mais en fait je ne suis satisfait d' aucune de ces deux banques. Pour pouvoir faire 1100 euros de retrait sur un dab il faut avoir un encours de 25 000 euros,Je suis client de deux banques boursorama et fortuneo. Pour Boursorama la gestion des limites de paiement et de retrait est incroyable. C' est complètement dingue,"""Complètement HAS BEEN ! ? . Je client banques , boursorama fortuneo . Les avantages inconvénients , satisfait aucune banques . Pour Boursorama gestion limites paiement retrait incroyable ! Pour pouvoir faire 1100 euros retrait dab faut encours 25 000 euros ! C' complètement dingue ? !""",Complètement HAS BEEN . Les avantages inconvénients satisfait d ' aucune banques . Pour pouvoir faire 1100 euros retrait dab faut encours 25 000 euros,Je client banques boursorama fortuneo . Pour Boursorama gestion limites paiement retrait incroyable . C ' complètement dingue
2179,5,1.0,2022-10-28 11:11:51+00:00,2022-10-28,Green-Got,"""Un reget? Que ça n'existait pas plus tôt!. J'ai découvert Green-Got un peu plus d'un an après le début de l'ouverture des pré-comptes. Et depuis, je sui fan de ce projet, de cette banque.Tout d'abord pour sa vocation, de l'argent propre et vert. Ensuite pour son application, simple, user-friendly sur laquelle on peut suivre l'impact de nos dépenses, de notre argent.Mais surtout, pour son équipe, à l'écoute, qui avance avec ses clients, une équipe Care qui répond rapidement.Vous cherchez à faire une bonne action sans avoir à dépenser trop d'énergie? Venez chez GG, ça vous prendra 6 min top chrono pour vous inscrire, et vous aurez une carte en bois avec du vrai argent dessus!""",Un reget. un peu plus d' un an après le début de l' ouverture des pré-comptes. Vous cherchez à faire une bonne action sans avoir à dépenser trop d' énergie,Que ça n' existait pas plus tôt!. J' ai découvert Green. Et depuis je sui fan de ce projet de cette banque. Tout d' abord pour sa vocation de l' argent propre et vert. Ensuite pour son application simple user friendly sur laquelle on peut suivre l' impact de nos dépenses de notre argent. Mais surtout pour son équipe à l' écoute qui avance avec ses clients une équipe Care qui répond rapidement. Venez chez GG ça vous prendra 6 min top chrono pour vous inscrire et vous aurez une carte en bois avec du vrai argent dessus,"""Un reget ? Que existait tôt!. J' découvert Green - Got an début ouverture pré-comptes . Et , sui fan projet , banque . Tout vocation , argent propre vert . Ensuite application , simple , user - friendly impact dépenses , argent . Mais , équipe , écoute , avance clients , équipe Care répond rapidement . Vous cherchez faire bonne action dépenser trop énergie ? Venez GG , prendra 6 min top chrono inscrire , aurez carte bois vrai argent !""",Un reget . d ' an début l ' ouverture pré-comptes . Vous cherchez faire bonne action dépenser trop d ' énergie,Que n ' existait tôt!. J ' découvert Green . Et sui fan projet banque . Tout d ' vocation l ' argent propre vert . Ensuite application simple user friendly l ' impact dépenses argent . Mais équipe l ' écoute avance clients équipe Care répond rapidement . Venez GG prendra 6 min top chrono inscrire aurez carte bois vrai argent
6915,5,1.0,2022-03-31 12:39:33+00:00,2022-03-31,Helios.do,Parfait j’adore cette banque. na,,Parfait j’ adore cette banque,Parfait adore banque .,,Parfait j ’ adore banque
61535,5,3.0,2017-04-18 15:55:44+00:00,2017-04-18,Immoprt,"""Rapide et efficace. Rapide et efficace, avec un suivi régulier pour mener à bien la négociation.""",,Rapide et efficace. Rapide et efficace avec un suivi régulier pour mener à bien la négociation,"""Rapide efficace . Rapide efficace , suivi régulier mener bien négociation .""",,Rapide efficace . Rapide efficace suivi régulier mener bien négociation
53792,5,4.0,2023-04-21 20:36:44+00:00,2023-04-21,MaFrenchBank,"""Sa fait plus que un ans que je suis…. Sa fait plus que un ans que je suis client , vous avez un service clients dédiée aux clients MA FRENCH BANK qui est vraiment rapide et efficace franchement BRAVO je profite l occasion de remercier toutes l équipe MA FRENCH BANK pour leurs compétence 👏😊""",Sa fait plus que un ans que je suis,Sa fait plus que un ans que je suis client vous avez un service clients dédiée aux clients MA FRENCH BANK qui est vraiment rapide et efficace franchement BRAVO je profite l occasion de remercier toutes l équipe MA FRENCH BANK pour leurs compétence. 👏 😊,"""Sa ans … . Sa ans client , avez service clients dédiée clients MA FRENCH BANK vraiment rapide efficace franchement BRAVO profite l occasion remercier l équipe MA FRENCH BANK compétence 👏 😊""",Sa ans,Sa ans client avez service clients dédiée clients MA FRENCH BANK vraiment rapide efficace franchement BRAVO profite l occasion remercier l équipe MA FRENCH BANK compétence . 👏 😊
70119,3,5.0,2022-11-03 17:32:40+00:00,2022-11-02,Monabanq,"""La mise à jour du relevé est décalée. La mise à jour du relevé est décalée par rapport à la réalité, ce qui peut poser des problèmes quant au solde crédit réel.Il serait souhaitable que la mise à jour soit instantanée comme dans la plupart des banques ou au plus, journalière de ma manière que chaque soir on ait le solde comptable réel.""",La mise à jour du relevé est décalée,La mise à jour du relevé est décalée par rapport à la réalité ce qui peut poser des problèmes quant au solde crédit réel. Il serait souhaitable que la mise à jour soit instantanée comme dans la plupart des banques ou au plus journalière de ma manière que chaque soir on ait le solde comptable réel,"""La mise jour relevé décalée . La mise jour relevé décalée rapport réalité , poser problèmes solde crédit réel . Il souhaitable mise jour instantanée plupart banques , journalière manière soir solde comptable réel .""",La mise jour relevé décalée,La mise jour relevé décalée rapport réalité poser problèmes solde crédit réel . Il souhaitable mise jour instantanée plupart banques journalière manière soir solde comptable réel
7721,1,12.0,2021-11-26 12:08:11+00:00,2021-09-16,CarrefourBanque&Assurance,"""Arnaqueurs, à fuir!. J’ai pris une carte pass pour pouvoir financer un voyage carrefour en plusieurs fois. Cela n’a pas été possible car le délai de traitement était trop long et notre voyage était très proche. En plus de ça, on nous a très clairement forcé la main et facturé 28 euros (alors que nous n’avions besoin que d’une seule carte), soit 2 cartes. Le comble, c’est qu’à notre retour de vacances, il n’y avait qu’une seule carte dans notre boîte aux lettres. J’appelle carrefour et là… 10 euros de frais supplémentaires pour en refaire une. Non seulement vous n’avez pas fait votre travail, mais en plus vos techniques commerciales sont plus que douteuses. Une chose est sure : je ne renouvellerai pas l’expérience et je déconseille fortement.""",à fuir!. J’ ai pris une carte pass pour pouvoir financer un voyage carrefour en plusieurs fois. Cela n’ a pas été possible car le délai de traitement était trop long et notre voyage était très proche. En plus de ça on nous a très clairement forcé la main et facturé 28 euros alors que nous n’ avions besoin que d’ une seule carte soit 2 cartes. Le comble c’ est qu’ à notre retour de vacances il n’ y avait qu’ une seule carte dans notre boîte aux lettres. J’ appelle carrefour et là 10 euros de frais supplémentaires pour en refaire une. Non seulement vous n’ avez pas fait votre travail mais en plus vos techniques commerciales sont plus que douteuses. Une chose est sure je ne renouvellerai pas l’ expérience et je déconseille fortement,,"""Arnaqueurs , fuir!. J’ pris carte pass pouvoir financer voyage carrefour fois . Cela été délai traitement trop long voyage . En , clairement forcé main facturé 28 euros ( avions besoin carte ) , 2 cartes . Le comble , vacances , carte boîte lettres . J’ appelle carrefour … 10 euros frais supplémentaires refaire . Non avez travail , techniques commerciales douteuses . Une chose sure : renouvellerai expérience déconseille fortement .""",fuir!. J ’ pris carte pass pouvoir financer voyage carrefour fois . Cela n ’ été délai traitement trop long voyage . En clairement forcé main facturé 28 euros n ’ avions besoin d ’ carte 2 cartes . Le comble c ’ qu ’ vacances n ’ qu ’ carte boîte lettres . J ’ appelle carrefour 10 euros frais supplémentaires refaire . Non n ’ avez travail techniques commerciales douteuses . Une chose sure renouvellerai l ’ expérience déconseille fortement,
66516,5,1.0,2023-10-20 06:44:38+00:00,2023-10-19,Pixpay,Application intuitive et très pratique. Application intuitive et très pratique. Je l'utilise pour mes 2 fils et cela simplifie grandement la question de l'argent de poche.,,Application intuitive et très pratique. Application intuitive et très pratique. Je l' utilise pour mes 2 fils et cela simplifie grandement la question de l' argent de poche,Application intuitive pratique . Application intuitive pratique . Je utilise 2 fils simplifie grandement question argent poche .,,Application intuitive pratique . Application intuitive pratique . Je l ' utilise 2 fils simplifie grandement question l ' argent poche
64957,5,1.0,2021-10-14 14:58:34+00:00,2021-10-14,Pixpay,"""Super appli. Super appli, intuitive, complète avec tous les services nécessaires pour un ado et pour des parents qui peuvent gérer le contrôle. Rien n’est superflu sur l’appli. Facturation mensuelle claire et transparente, pas de piège. Quand il fallait 1 mois à une banque traditionnelle pour nous proposer un rendez-vous pour une ouverture de compte, il ne nous a fallu que quelques minutes pour appréhender l’appli Pixpay, s’enregistrer et faire une demande de carte reçue quelques jours après.Le support est également très efficace et répond dans la journée. Bref, de l’efficacité, de la transparence et un service adapté, tout ce qu’il manque dans les vieilles institutions. Merci !""",Rien n’ est superflu sur l’ appli. Quand il fallait 1 mois à une banque traditionnelle pour nous proposer un rendez-vous pour une ouverture de compte il ne nous a fallu que quelques minutes pour appréhender l’ appli Pixpay s’ enregistrer et faire une demande de carte reçue quelques jours après,Super appli. appli intuitive complète avec tous les services nécessaires pour un ado et pour des parents qui peuvent gérer le contrôle. Facturation mensuelle claire et transparente pas de piège. Le support est également très efficace et répond dans la journée. Bref de l’ efficacité de la transparence et un service adapté tout ce qu’ il manque dans les vieilles institutions,"""Super appli . Super appli , intuitive , complète services nécessaires ado parents gérer contrôle . Rien superflu appli . Facturation mensuelle claire transparente , piège . Quand fallait 1 mois banque traditionnelle proposer rendez-vous ouverture compte , fallu minutes appréhender appli Pixpay , enregistrer faire demande carte reçue jours . Le support efficace répond journée . Bref , efficacité , transparence service adapté , manque vieilles institutions . Merci !""",Rien n ’ superflu l ’ appli . Quand fallait 1 mois banque traditionnelle proposer rendez-vous ouverture compte fallu minutes appréhender l ’ appli Pixpay s ’ enregistrer faire demande carte reçue jours,Super appli . appli intuitive complète services nécessaires ado parents gérer contrôle . Facturation mensuelle claire transparente piège . Le support efficace répond journée . Bref l ’ efficacité transparence service adapté qu ’ manque vieilles institutions
93016,5,1.0,2022-08-25 19:38:16+00:00,2022-08-25,OrangeBank,Très bien. Rien à redire,,Très bien. Rien à redire,Très bien . Rien redire,,Très bien . Rien redire
96244,4,3.0,2022-04-26 14:36:26+00:00,2022-04-26,OrangeBank,Les premières informations ouverture de…. Les premières informations ouverture de compte chez orange sont commerciale. Une note d’infos techniques jointe serait appréciable.,Les premières informations ouverture de. Les premières informations ouverture de compte chez orange. sont commerciale. Une note d’ infos techniques jointe serait appréciable,,Les premières informations ouverture … . Les premières informations ouverture compte orange commerciale . Une note infos techniques jointe appréciable .,Les premières informations ouverture . Les premières informations ouverture compte orange . commerciale . Une note d ’ infos techniques jointe appréciable,
102351,4,1.0,2023-10-19 09:51:26+00:00,2023-10-19,OrangeBank,"""Très bonne expérience via le service…. Très bonne expérience via le service téléphonique, seul bémol est pour trouvé ce numéro...La personne au téléphone a été très aimable et a su répondre à toute mes questions.""",,Très bonne expérience via le service. Très bonne expérience via le service téléphonique seul bémol est pour trouvé ce numéro. La personne au téléphone a été très aimable et a su répondre à toute mes questions,"""Très bonne expérience service … . Très bonne expérience service téléphonique , bémol trouvé numéro ... La téléphone été aimable su répondre questions .""",,Très bonne expérience service . Très bonne expérience service téléphonique bémol trouvé numéro . La téléphone été aimable su répondre questions
7315,5,1.0,2023-03-08 15:45:18+00:00,2023-03-08,CarrefourBanque&Assurance,"""Bonjour,. Bonjour,Un accueil agréable, et un conseiller Bancaire M.zaki très professionnel , il m’a accompagné dans ma démarche de créer la clé sexuée .il m a proposé ensuite un prêt personnel à un taux très attractif.Je recommande carrefour banque .""",,Bonjour Un accueil agréable et un conseiller Bancaire. M.zaki très professionnel. il m’ a accompagné dans ma démarche de créer la clé sexuée .il. m a proposé ensuite un prêt personnel à un taux très attractif. Je recommande carrefour banque,"""Bonjour , . Bonjour , Un accueil agréable , conseiller Bancaire M.zaki professionnel , accompagné démarche créer clé sexuée .il m proposé ensuite prêt personnel taux attractif . Je recommande carrefour banque .""",,Bonjour Un accueil agréable conseiller Bancaire . M.zaki professionnel . m ’ accompagné démarche créer clé sexuée .il . m proposé ensuite prêt personnel taux attractif . Je recommande carrefour banque
52269,1,1.0,2020-05-04 00:54:27+00:00,2020-05-04,Oney,"""Affligeant!!. Affligeant!!! un achat en 3 fois soit disant sans frais pour un équipement de protection moto, jusque là tout va bien. Le piège arrive 10 mois plus tard lorsque vous avez bien oublié tout ça... 10 euros de frais de ""gestion de compte"" prélevés automatiquement, car oui, ce n'est pas un ""3 x sans frais"", j'ai en fait sans le savoir/vouloir ouvert un compte bancaire. Punaise (je ne sais pas comment je fais pour rester poli)! Ces banques spécialisés dans les micro-crédits à la consommation sont aussi fourbes qu'un vendeur de cuisine sur une foire exposition!!! J'aimerais tellement pouvoir vous avoir en face pour vous cracher au visage!Antonin FLOUTIER (un ""client"" de plus qui s'est fait entuber à sec sans réel consentement)""",un achat en 3 fois soit disant sans frais pour un équipement de protection moto jusque là tout va bien. Le piège arrive 10 mois plus tard lorsque vous avez bien oublié tout ça 10 euros de frais de gestion de compte prélevés automatiquement car oui ce n' est pas un 3 x sans frais j' ai en fait sans le savoir vouloir ouvert un compte bancaire. Punaise je ne sais pas comment je fais pour rester poli. Ces banques spécialisés dans les micro-crédits à la consommation sont aussi fourbes qu' un vendeur de cuisine sur une foire exposition. J' aimerais tellement pouvoir vous avoir en face pour vous cracher au visage!Antonin FLOUTIER un client de plus qui s' est fait entuber à sec sans réel consentement,,"""Affligeant!!. Affligeant ! ! ! achat 3 fois disant frais équipement protection moto , bien . Le piège arrive 10 mois tard avez bien oublié ... 10 euros frais "" gestion compte "" prélevés automatiquement , oui , "" 3 x frais "" , savoir / vouloir compte bancaire . Punaise ( sais rester poli ) ! Ces banques spécialisés micro-crédits consommation fourbes vendeur cuisine foire exposition ! ! ! J' aimerais pouvoir face cracher visage!Antonin FLOUTIER ( "" client "" entuber sec réel consentement )""",achat 3 fois disant frais équipement protection moto bien . Le piège arrive 10 mois tard avez bien oublié 10 euros frais gestion compte prélevés automatiquement oui n ' 3 x frais j ' savoir vouloir compte bancaire . Punaise sais rester poli . Ces banques spécialisés micro-crédits consommation fourbes qu ' vendeur cuisine foire exposition . J ' aimerais pouvoir face cracher visage!Antonin FLOUTIER client s ' entuber sec réel consentement,
58985,5,2.0,2018-09-14 08:18:09+00:00,2018-09-14,Immoprt,"""Personnel sympathique. Personnel sympathique, compétent et à l'écoute.""",,Personnel sympathique. Personnel sympathique compétent et à l' écoute,"""Personnel sympathique . Personnel sympathique , compétent écoute .""",,Personnel sympathique . Personnel sympathique compétent l ' écoute
65154,5,2.0,2021-09-05 10:38:17+00:00,2021-09-05,Pixpay,Tout est super la carte les…. Tout est super la carte les applications parents et enfantsBref à prendre sans tarder pour nos adosCela évite l'argent liquide au collège et moins de risque de raquet ou de vols,,Tout est super la carte les. Tout est super la carte les applications parents et enfantsBref à prendre sans tarder pour nos adosCela évite l' argent liquide au collège et moins de risque de raquet ou de vols,Tout super carte … . Tout super carte applications parents enfantsBref prendre tarder adosCela évite argent liquide collège risque raquet vols,,Tout super carte . Tout super carte applications parents enfantsBref prendre tarder adosCela évite l ' argent liquide collège risque raquet vols
64004,5,1.0,2022-06-01 15:27:04+00:00,2022-06-01,Pixpay,"""Toujours disponible. bonne app facil à manipuler, mon ado trouve ça excellent 👌🏽. Merci pixpay !!!!""",,Toujours disponible. bonne app facil à manipuler mon ado trouve ça excellent 👌 🏽. Merci pixpay,"""Toujours disponible . bonne app facil manipuler , ado trouve excellent 👌 🏽. Merci pixpay ! ! ! !""",,Toujours disponible . bonne app facil manipuler ado trouve excellent 👌 🏽. Merci pixpay
85602,1,2.0,2022-09-11 15:58:48+00:00,2022-09-11,BoursoramaBanque,site compliqué. j'ai beaucoup de mal a faire les opérations simples,site compliqué. j' ai beaucoup de mal a faire les opérations simples,,site compliqué . beaucoup mal faire opérations simples,site compliqué . j ' beaucoup mal faire opérations simples,
51305,1,2.0,2020-12-16 10:54:32+00:00,2020-12-16,Oney,"""Inadmissible. Inadmissible ! J'ai commandé sur le site manomano en paiement 3x sans frais avec Oney, puis annulé ma commande dans l'heure suivante. ManoMano à bien accepté ma demande d'annulation et remboursé Oney. En revanche, Oney m'a prélevé 69,59 euros qui ne sont jamais réapparus sur mon compte. Par mail, j'ai reçu un ""nouvel échéancier"" avec des tarifs qui ne correspondent à rien, on ne comprends RIEN. Sur l'échéancier il est indiqué qu'en plus de payer 69,50 qui devaient être remboursés, les frais d'annulation sont d'environ 74 euros.Ah bon? J'annule une commande pour payer casiment sa totalité ? Ma commande était de 199 euros environ. Impossible de joindre le service client au téléphone, qui en plus de ne jamais répondu. (j'ai téléphoné une quinzaine de fois) coûte 15centimes la minutes pour simplement laisser sonner dans le vide. Personne ne m'a JAMAIS répondu. Par mail également, aucune réponse. Mon numéro de commande : PVUYPJIBHEt mon identifiant : 00350684189""","""J' ai commandé sur le site manomano en paiement 3x sans frais avec Oney puis annulé ma commande dans l' heure suivante. En revanche Oney m' a prélevé 69,59 euros qui ne sont jamais réapparus sur mon compte. Par mail j' ai reçu un nouvel échéancier avec des tarifs qui ne correspondent à rien on ne comprends RIEN. Sur l' échéancier il est indiqué qu' en plus de payer 69,50 qui devaient être remboursés les frais d' annulation sont d' environ 74 euros. Ah bon. J' annule une commande pour payer casiment sa totalité. Ma commande était de 199 euros environ. Impossible de joindre le service client au téléphone qui en plus de ne jamais répondu. j' ai téléphoné une quinzaine de fois coûte 15centimes la minutes pour simplement laisser sonner dans le vide. Personne ne m' a JAMAIS répondu. Par mail également aucune réponse""",ManoMano à bien accepté ma demande d' annulation et remboursé Oney. Mon numéro de commande PVUYPJIBHEt mon identifiant 00350684189,"""Inadmissible . Inadmissible ! J' commandé site manomano paiement 3x frais Oney , annulé commande heure . ManoMano bien accepté demande annulation remboursé Oney . En revanche , Oney prélevé 69,59 euros jamais réapparus compte . Par mail , reçu "" nouvel échéancier "" tarifs correspondent rien , comprends RIEN . Sur échéancier indiqué payer 69,50 devaient remboursés , frais annulation 74 euros . Ah bon ? J' annule commande payer casiment totalité ? Ma commande 199 euros . Impossible joindre service client téléphone , jamais répondu . ( téléphoné quinzaine fois ) coûte 15centimes minutes simplement sonner vide . Personne JAMAIS répondu . Par mail , aucune réponse . Mon numéro commande : PVUYPJIBHEt identifiant : 00350684189""","""J ' commandé site manomano paiement 3x frais Oney annulé commande l ' heure . En revanche Oney m ' prélevé 69,59 euros jamais réapparus compte . Par mail j ' reçu nouvel échéancier tarifs correspondent rien comprends RIEN . Sur l ' échéancier indiqué qu ' payer 69,50 devaient remboursés frais d ' annulation d ' 74 euros . Ah bon . J ' annule commande payer casiment totalité . Ma commande 199 euros . Impossible joindre service client téléphone jamais répondu . j ' téléphoné quinzaine fois coûte 15centimes minutes simplement sonner vide . Personne m ' JAMAIS répondu . Par mail aucune réponse""",ManoMano bien accepté demande d ' annulation remboursé Oney . Mon numéro commande PVUYPJIBHEt identifiant 00350684189
54039,5,2.0,2023-04-20 15:24:37+00:00,2023-04-06,MaFrenchBank,Il y avait une tentative de prélèvement…. Il y avait une tentative de prélèvement frauduleux est grâce à la méthode de prévenir le client j'ai ou éviter cette escroquerie.merci ma french bank.bonne continuation,Il y avait une tentative de prélèvement,Il y avait une tentative de prélèvement frauduleux est grâce à la méthode de prévenir le client j' ai ou éviter cette escroquerie.merci ma french bank.bonne continuation,Il tentative prélèvement … . Il tentative prélèvement frauduleux grâce méthode prévenir client éviter escroquerie.merci french bank.bonne continuation,Il tentative prélèvement,Il tentative prélèvement frauduleux grâce méthode prévenir client j ' éviter escroquerie.merci french bank.bonne continuation
57709,5,1.0,2020-11-09 20:57:51+00:00,2020-11-09,Immoprt,"""5 étoiles. Extrêmement ravie d'avoir fait appel à eux. M. TRAINEAU est très professionnel, à l'écoute et disponible. Le suivi était constant et personnalisé. Je recommande vivement cette agence !Merci de votre aide et de votre accompagnement dans la réalisation de mon projet.""",,5 étoiles. Extrêmement ravie d' avoir fait appel à eux. M. TRAINEAU est très professionnel à l' écoute et disponible. Le suivi était constant et personnalisé. Je recommande vivement cette agence. Merci de votre aide et de votre accompagnement dans la réalisation de mon projet,"""5 étoiles . Extrêmement ravie appel . M. TRAINEAU professionnel , écoute disponible . Le suivi constant personnalisé . Je recommande vivement agence ! Merci aide accompagnement réalisation projet .""",,5 étoiles . Extrêmement ravie d ' appel . M. TRAINEAU professionnel l ' écoute disponible . Le suivi constant personnalisé . Je recommande vivement agence . Merci aide accompagnement réalisation projet
20627,1,1.0,2020-07-19 16:57:00+00:00,2020-07-19,Fortuneo,"""Si vous aimez les histoires de fous. Si vous aimez les histoires de fous : celles où les procédures de sécurité ne mènent nulle part, où votre compte est bloqué pendant des semaines suite à la prise de pouvoir par l'Ordinateur Central qui est devenu fou, et où personne dans le Chateau ne connait les accès, alors FORTUNEO est fait pour vous !Une expérience qui mérite d'être vécue ... seulement si vous avez beaucoup de temps devant vous""",Si vous aimez les histoires de fous celles où les procédures de sécurité ne mènent nulle part où votre compte est bloqué pendant des semaines suite à la prise de pouvoir par l' Ordinateur Central qui est devenu fou et où personne dans le Chateau ne connait les accès alors FORTUNEO est fait pour vous. Une expérience qui mérite d' être vécue seulement si vous avez beaucoup de temps devant vous,Si vous aimez les histoires de fous,"""Si aimez histoires fous . Si aimez histoires fous : procédures sécurité mènent nulle part , compte bloqué semaines suite prise pouvoir Ordinateur Central devenu fou , Chateau connait accès , FORTUNEO ! Une expérience mérite vécue ... avez beaucoup temps""",Si aimez histoires fous procédures sécurité mènent nulle part compte bloqué semaines suite prise pouvoir l ' Ordinateur Central devenu fou Chateau connait accès FORTUNEO . Une expérience mérite d ' vécue avez beaucoup temps,Si aimez histoires fous
70673,4,1.0,2022-08-02 09:16:18+00:00,2022-08-02,Monabanq,Service très accessible et très réactif. na,,Service très accessible et très réactif,Service accessible réactif .,,Service accessible réactif
44502,4,4.0,2021-03-23 16:24:11+00:00,2021-03-23,Cofidis,CLIENT FIDELE. Taux sur certains crédits un peu élevés. Service rapide et bon accueil. Attente téléphonique correcte disons dans la moyenne,Taux sur certains crédits un peu élevés. Attente téléphonique correcte disons dans la moyenne,Service rapide et bon accueil,CLIENT FIDELE . Taux crédits élevés . Service rapide bon accueil . Attente téléphonique correcte disons moyenne,Taux crédits élevés . Attente téléphonique correcte disons moyenne,Service rapide bon accueil
60071,5,4.0,2017-10-25 23:01:32+00:00,2017-10-25,Immoprt,Un service de qualité et très sérieux. Un service de qualité et très sérieux!  Vous aurez à faire à quelqu’un qui s’engage pour vous et recherche les meilleurs taux et offre comme ci cela était pour lui!! J’ai eu la maison de mes rêves au prix parfait grâce à IMMOPRET !! Encore merci! Je vous recommande de passer par eux!,,Un service de qualité et très sérieux. Un service de qualité et très sérieux  . Vous aurez à faire à quelqu’ un qui s’ engage pour vous et recherche les meilleurs taux et offre comme ci cela était pour lui. J’ ai eu la maison de mes rêves au prix parfait grâce à IMMOPRET. Encore merci. Je vous recommande de passer par eux,Un service qualité sérieux . Un service qualité sérieux !   Vous aurez faire quelqu’ engage recherche meilleurs taux offre ! ! J’ maison rêves prix parfait grâce IMMOPRET ! ! Encore ! Je recommande passer !,,Un service qualité sérieux . Un service qualité sérieux   . Vous aurez faire quelqu ’ s ’ engage recherche meilleurs taux offre . J ’ maison rêves prix parfait grâce IMMOPRET . Encore . Je recommande passer
63733,5,2.0,2022-09-21 16:22:02+00:00,2022-09-21,Pixpay,Rapide efficace simple d utilisation j…. Rapide efficace simple d utilisation j ai 2 enfants 2 cartes et tout est franchement parfait,,Rapide efficace simple d utilisation j. Rapide efficace simple d utilisation j ai 2 enfants 2 cartes et tout est franchement parfait,Rapide efficace simple d utilisation j … . Rapide efficace simple d utilisation j 2 enfants 2 cartes franchement parfait,,Rapide efficace simple d utilisation j. Rapide efficace simple d utilisation j 2 enfants 2 cartes franchement parfait
26435,5,1.0,2019-02-05 16:58:43+00:00,2019-02-05,Anytime,Je tiens particulièrement à remercier…. Je tiens particulièrement à remercier Axel pour sa réactivité concernant les soucis que j ai pu rencontrer dernièrement.Un bon suivi client=client satisfait.Merci à vous,,Je tiens particulièrement à remercier. Je tiens particulièrement à remercier Axel pour sa réactivité concernant les soucis que j ai pu rencontrer dernièrement. Un bon suivi client = client satisfait. Merci à vous,Je particulièrement remercier … . Je particulièrement remercier Axel réactivité soucis j rencontrer dernièrement . Un bon suivi client = client satisfait . Merci,,Je particulièrement remercier . Je particulièrement remercier Axel réactivité soucis j rencontrer dernièrement . Un bon suivi client = client satisfait . Merci
16961,5,3.0,2023-06-21 17:19:12+00:00,2023-06-20,Fortuneo,"""Très bien. Efficacité, rapidité, à l'écoute, application facile""",,Très bien. Efficacité rapidité à l' écoute application facile,"""Très bien . Efficacité , rapidité , écoute , application facile""",,Très bien . Efficacité rapidité l ' écoute application facile
100271,5,1.0,2022-01-11 09:53:46+00:00,2022-01-11,OrangeBank,Un bon banque idéal pour tout. na,,Un bon banque idéal pour tout,Un bon banque idéal .,,Un bon banque idéal
94092,5,2.0,2022-06-24 22:26:03+00:00,2022-06-24,OrangeBank,"""Très Positifs. Positif, ai identifié une clarification qui gagnerait à être apportée lors de la reinitialisation du code.""",,Très Positifs. ai identifié une clarification qui gagnerait à être apportée lors de la reinitialisation du code,"""Très Positifs . Positif , identifié clarification gagnerait apportée reinitialisation code .""",,Très Positifs . identifié clarification gagnerait apportée reinitialisation code
95060,4,2.0,2022-05-25 11:21:33+00:00,2022-05-25,OrangeBank,Certainement un très grand…. Certainement un très grand professionnalisme mais rentrer en contact avec un conseiller reste encore très difficile,Certainement un très grand professionnalisme mais rentrer en contact avec un conseiller reste encore très difficile,Certainement un très grand,Certainement grand … . Certainement grand professionnalisme rentrer contact conseiller difficile,Certainement grand professionnalisme rentrer contact conseiller difficile,Certainement grand
26041,2,2.0,2020-05-26 10:49:29+00:00,2020-05-26,Anytime,les relevés de banque comportent des…. les relevés de banque comportent des erreurs. ce n'est pas très rassurant...,les relevés de banque comportent des erreurs. ce n' est pas très rassurant,les relevés de banque comportent des,relevés banque comportent … . relevés banque comportent erreurs . rassurant ...,relevés banque comportent erreurs . n ' rassurant,relevés banque comportent
